"projectID","projectAcronym","name","country","city","role","activityType","SME","ecContribution","netEcContribution","totalCost","geolocation"
705572,"GSTHgNDD","QUEEN MARY UNIVERSITY OF LONDON","UK","London","coordinator","HES","false","183454.8","183454.8","183454.8","51.5224102,-0.0422177"
890296,"HTS MALDI-TOF MDD","UNIVERSITY OF NEWCASTLE UPON TYNE","UK","Newcastle Upon Tyne","coordinator","HES","false","212933.76","212933.76","212933.76","54.9789969,-1.61365757980975"
843162,"MAHT-FunSST","ELVESYS","FR","Paris","coordinator","PRC","TRUE","196707.84","196707.84","196707.84","48.8558136,2.3930694"
896848,"NanoQSAR","PROTOQSAR 2000 SL","ES","Valencia","coordinator","PRC","TRUE","172932.48","172932.48","172932.48","39.4699014,-0.3759513"
799164,"ProTeAN","CENTRO DE NEUROCIENCIAS E BIOLOGIACELULAR ASSOCIACAO","PT","Coimbra","coordinator","REC","false","148635.6","148635.6","148635.6","40.2109801,-8.4292056"
884823,"PORTable STaNDOuTs","CHERRY BIOTECH","FR","Montreuil","coordinator","PRC","TRUE","184707.84","184707.84","184707.84","48.11690815,-1.69744898175924"
752277,"SeCtOR ENABleRs","CHERRY BIOTECH","FR","Montreuil","coordinator","PRC","TRUE","185076","185076","185076","48.11690815,-1.69744898175924"
745676,"qBioNano","IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE","UK","LONDON","coordinator","HES","false","195454.8","195454.8","195454.8","51.5073219,-0.1276473"
705607,"ENHANCE","KING'S COLLEGE LONDON","UK","London","coordinator","HES","false","183454.8","183454.8","183454.8","51.5425256,-0.0065652"
798820,"IN-3D-CAN","DANMARKS TEKNISKE UNIVERSITET","DK","Kongens Lyngby","coordinator","HES","false","212194.8","212194.8","212194.8","55.7718649,12.5051413"
795754,"MTOAC","ELVESYS","FR","Paris","coordinator","PRC","TRUE","185076","185076","185076","48.8558136,2.3930694"
898315,"FLAMMES","UNIVERSITA DEGLI STUDI DI PADOVA","IT","Padova","coordinator","HES","false","183473.28","183473.28","183473.28","45.4077172,11.8734455"
707241,"OBESOGENS","Masarykova univerzita","CZ","Brno","coordinator","HES","false","249490.8","249490.8","249490.8","49.1992954,16.5972215"
707241,"OBESOGENS","UNIVERSITY OF FLORIDA","US","Gainesville","partner","HES","false","","0","172130.4","29.64927745,-82.3420771331356"
703112,"Spindle Brain Organoid","INSTITUT FUER MOLEKULARE BIOTECHNOLOGIE GMBH","AT","Wien","coordinator","PRC","false","166156.8","166156.8","166156.8","48.2954856,16.3933423"
705163,"MicroNICHE","AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS","ES","Madrid","coordinator","REC","false","199235.84","199235.84","199235.85","40.4409945,-3.6878876"
705163,"MicroNICHE","UNIVERSIDAD COMPLUTENSE DE MADRID","ES","Madrid","participant","HES","false","39955.36","39955.36","39955.36","40.4343404,-3.7340644"
705163,"MicroNICHE","TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK","US","New York","partner","HES","false","","0","160130.4","40.7305991,-73.9865811"
745007,"SynapseER","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE","UK","Cambridge","coordinator","HES","false","183454.8","183454.8","183454.8","52.20533055,0.1169200339484217"
825161,"ATHENA","BUNDESINSTITUT FUER RISIKOBEWERTUNG","DE","Berlin","participant","REC","false","0","0","21800","52.53038,13.2956688"
825161,"ATHENA","STICHTING VU","NL","Amsterdam","participant","HES","false","698130","698130","698130","52.3347068,4.8664359"
825161,"ATHENA","RISE RESEARCH INSTITUTES OF SWEDEN AB","SE","Boras","participant","REC","false","248245","248245","248245","57.7165456,12.8923395"
825161,"ATHENA","CHARITE - UNIVERSITAETSMEDIZIN BERLIN","DE","Berlin","participant","HES","false","997330","997330","997330","52.5234476,13.3782174"
825161,"ATHENA","DANMARKS TEKNISKE UNIVERSITET","DK","Kongens Lyngby","participant","HES","false","1251857.5","1251857.5","1251857.5","55.7718649,12.5051413"
825161,"ATHENA","BRUNEL UNIVERSITY LONDON","UK","Uxbridge","coordinator","HES","false","1154313.75","1154313.75","1154313.75","51.5449509,-0.4816671"
825161,"ATHENA","OREBRO UNIVERSITY","SE","Orebro","participant","HES","false","157255","157255","157255","59.2551319,15.2501624"
825161,"ATHENA","ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM","NL","Rotterdam","participant","HES","false","778372.5","778372.5","778372.5","51.9100181,4.4659629"
825161,"ATHENA","MUSEUM NATIONAL D'HISTOIRE NATURELLE","FR","Paris","thirdParty","HES","false","0","154307.29","0","48.8443464,2.3562118"
825161,"ATHENA","WATCHFROG","FR","Evry","participant","PRC","TRUE","576505","576505","576505","48.6200609,2.4521212"
825161,"ATHENA","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","FR","Paris","participant","REC","false","652917.5","498610.21","652917.5","48.84755265,2.26404020346787"
825161,"ATHENA","KARLSTADS UNIVERSITET","SE","Karlstad","participant","HES","false","50537.5","50537.5","50537.5","59.4080639,13.5816595"
801423,"MyoChip","FLUIGENT SA","FR","Le Kremlin-Bicetre","participant","PRC","TRUE","608465","608465","608465","48.7927,2.35845"
801423,"MyoChip","INSTITUT CURIE","FR","Paris","participant","REC","false","668054.99","529813.86","668054.99","48.8424525,2.3442707"
801423,"MyoChip","INSTITUTO DE MEDICINA MOLECULAR JOAO LOBO ANTUNES","PT","Lisboa","coordinator","REC","false","1266861.25","1266861.25","1266861.25","38.7529768,-9.2785392"
801423,"MyoChip","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","FR","Paris","thirdParty","REC","false","0","138241.13","138241.13","48.84755265,2.26404020346787"
801423,"MyoChip","THE UNIVERSITY OF EDINBURGH","UK","Edinburgh","participant","HES","false","610172.5","610172.5","610172.5","55.94743165,-3.18651734851981"
714291,"CONNEXIO","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","FR","Paris","coordinator","REC","false","1727731","1727731","1727731","48.84755265,2.26404020346787"
899537,"COMMiT","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","FR","Paris","coordinator","REC","false","150000","150000","0","48.84755265,2.26404020346787"
764738,"PIC","Agency for Health Quality & Assessment of Catalonia","ES","Barcelona","partner","PRC","false","","0","0","41.3881775,2.1902547625287534"
764738,"PIC","CARDIACCS AS","NO","Oslo","partner","PRC","false","","0","0","59.9311672,10.7545441"
764738,"PIC","GE VINGMED ULTRASOUND AS","NO","Horten","participant","PRC","false","286275.24","286275.24","286275.24","59.4220068,10.474323"
764738,"PIC","Said Business School","UK","Oxford","partner","HES","false","","0","0","51.7520131,-1.2578499"
764738,"PIC","UNIVERSIDAD DE ZARAGOZA","ES","Zaragoza","participant","HES","false","247872.96","247872.96","247872.96","41.559093,-0.9605913"
764738,"PIC","MS Start","CH","Zurich","partner","PRC","false","","0","0","47.3723957,8.5423216"
764738,"PIC","OSLO UNIVERSITETSSYKEHUS HF","NO","Oslo","participant","HES","false","572550.48","572550.48","572550.48","60.0518829,10.6799603"
764738,"PIC","UNIVERSITEIT MAASTRICHT","NL","Maastricht","participant","HES","false","510748.56","510748.56","510748.56","50.8470561,5.6865553"
764738,"PIC","FEOPS NV","BE","Gent","participant","PRC","TRUE","250560","250560","250560","51.0081162,3.7121008"
764738,"PIC","VPH-Institute","BE","Leuven","partner","PRC","false","","0","0","50.879202,4.7011675"
764738,"PIC","FUNDACIO DE RECERCA CLINIC BARCELONA-INSTITUT D INVESTIGACIONS BIOMEDIQUES AUGUST PI I SUNYER","ES","Barcelona","participant","REC","false","247872.96","247872.96","247872.96","41.3887995,2.1511158"
764738,"PIC","UNIVERSITE DE BORDEAUX","FR","Bordeaux","participant","HES","false","262875.6","262875.6","262875.6","44.8371333,-0.5780207"
764738,"PIC","IBM","US","Armonk","partner","PRC","false","","0","0","43.1561681,-75.8449946"
764738,"PIC","MEDTRONIC BAKKEN RESEARCH CENTER B.V.","NL","Maastricht","participant","PRC","false","255374.28","255374.28","255374.28","50.8379033,5.7166012"
764738,"PIC","THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD","UK","Oxford","participant","HES","false","546575.76","546575.76","546575.76","51.7520131,-1.2578498"
764738,"PIC","John Radcliffe Hospital","UK","Oxford","partner","HES","false","","0","0","51.7520131,-1.2578499"
764738,"PIC","JANSSEN PHARMACEUTICA NV","BE","Beerse","partner","PRC","false","","0","0","50.7362732,4.2867387"
764738,"PIC","KING'S COLLEGE LONDON","UK","London","coordinator","HES","false","819863.64","819863.64","819863.64","51.5425256,-0.0065652"
764738,"PIC","Food & Drug Administration","US","Silver Spring","partner","PRC","false","","0","0","38.9959081,-77.0288918"
765274,"iPLACENTA","MIMETAS BV","NL","Oegstgeest","participant","PRC","TRUE","510748.56","510748.56","510748.56","52.1518157,4.48110886662043"
765274,"iPLACENTA","INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE","FR","Paris","participant","REC","false","525751.2","525751.2","525751.2","48.8266111,2.3652703"
765274,"iPLACENTA","UNIVERSITY OF DUNDEE","UK","Dundee","coordinator","HES","false","546575.76","546575.76","546575.76","56.4600152,-2.9706994"
765274,"iPLACENTA","UNIVERSITA DEGLI STUDI DI TORINO","IT","Torino","participant","HES","false","258061.32","258061.32","258061.32","45.0696399,7.6890729"
765274,"iPLACENTA","UNIVERSITEIT MAASTRICHT","NL","Maastricht","participant","HES","false","255374.28","255374.28","255374.28","50.8470561,5.6865553"
765274,"iPLACENTA","FUNDACION PARA LA INVESTIGACION DEL HOSPITAL UNIVERSITARIO LA FE DE LA COMUNIDAD VALENCIANA","ES","Valencia","participant","REC","false","247872.96","247872.96","247872.96","39.4699014,-0.3759512"
765274,"iPLACENTA","Action on Pre-Eclampsia","","Evesham","partner","PRC","false","","0","0","52.0940158,-1.9483083"
765274,"iPLACENTA","Facilitate Open Science Training for European Research","","Braga","partner","PRC","false","","0","0","38.7077507,-9.1365919"
765274,"iPLACENTA","Samsung Healthcare","","Seúl","partner","PRC","false","","0","0","37.5666791,126.9782914"
765274,"iPLACENTA","GLOBAL FOUNDATION FOR THE CARE OF NEWBORN INFANTS","DE","Munchen","partner","OTH","false","","0","0","48.185662,11.562219"
765274,"iPLACENTA","ISTANBUL UNIVERSITESI","TR","Istanbul","partner","HES","false","","0","0","41.0096334,28.9651646"
765274,"iPLACENTA","ST GEORGE'S HOSPITAL MEDICAL SCHOOL","UK","London","participant","HES","false","546575.76","546575.76","546575.76","51.4282951,-0.1764894"
765274,"iPLACENTA","UNIVERSITAET ROSTOCK","DE","Rostock","participant","HES","false","249216.48","249216.48","249216.48","54.08797805,12.1333063512432"
765274,"iPLACENTA","KATHOLIEKE UNIVERSITEIT LEUVEN","BE","Leuven","participant","HES","false","250560","250560","250560","50.8780592,4.699407640209"
765274,"iPLACENTA","UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK","IE","Cork","participant","HES","false","265674.6","265674.6","265674.6","51.81614165,-8.393616325628448"
765274,"iPLACENTA","University of Helsinki","","Helsinki","partner","PRC","false","","0","0","60.174365540817305,24.951255267375615"
765274,"iPLACENTA","ASTON UNIVERSITY","UK","Birmingham","participant","HES","false","273287.88","273287.88","273287.88","52.4776875,-1.8948515"
765274,"iPLACENTA","FUJIFILM VisualSonics","","AMSTERDAM","partner","PRC","TRUE","","0","0","52.3727598,4.8936041"
860715,"SINERGIA","FAKULTNI NEMOCNICE U SV ANNY V BRNE","CZ","Brno","participant","HES","false","469743.12","469743.12","469743.12","49.1913064,16.5987549"
860715,"SINERGIA","ACCELERA SRL","IT","Nerviano Mi","participant","PRC","false","261499.68","261499.68","261499.68","45.4667971,9.1904984"
860715,"SINERGIA","UNIVERSITAETSKLINIKUM AACHEN","DE","Aachen","participant","HES","false","252788.4","252788.4","252788.4","50.7764608,6.0447231"
860715,"SINERGIA","MTTLAB SRL","IT","Trieste","participant","PRC","TRUE","261499.68","261499.68","261499.68","45.6507403,13.7770715"
860715,"SINERGIA","UNIVERSITAT BASEL","CH","Basel","participant","HES","false","562553.28","562553.28","562553.28","47.5585955,7.5838818"
860715,"SINERGIA","LIFETEC GROUP BV","NL","Eindhoven","participant","PRC","TRUE","265619.88","265619.88","265619.88","51.4447833,5.481435"
860715,"SINERGIA","UNIVERSITEIT MAASTRICHT","NL","Maastricht","participant","HES","false","531239.76","531239.76","531239.76","50.8470561,5.6865553"
860715,"SINERGIA","BIOMIMX SRL","IT","MILANO","participant","PRC","TRUE","261499.68","261499.68","261499.68","45.520249899999996,9.078988011685201"
860715,"SINERGIA","POLITECNICO DI MILANO","IT","Milano","coordinator","HES","false","522999.36","522999.36","522999.36","45.4791336,9.2278807"
860715,"SINERGIA","Ente Ospedaliero Cantonale","CH","Bellinzona","participant","PUB","false","562553.28","562553.28","562553.28","46.1918617,9.0204562"
709077,"METAFORA","UNIVERSITEIT LEIDEN","NL","Leiden","coordinator","HES","false","177598.8","177598.8","177598.8","52.1566349,4.4867397"
668738,"SysMedPD","MIMETAS BV","NL","Oegstgeest","participant","PRC","TRUE","596050","596050","596050","52.1518157,4.48110886662043"
668738,"SysMedPD","UNIVERSITEIT LEIDEN","NL","Leiden","coordinator","HES","false","1201400.61","1201400.61","1201400.61","52.1566349,4.4867397"
668738,"SysMedPD","UNIVERSITATSKLINIKUM SCHLESWIG-HOLSTEIN","DE","Lübeck","thirdParty","HES","false","0","273250","273250","53.8383305,10.708284468363093"
668738,"SysMedPD","EURICE EUROPEAN RESEARCH AND PROJECT OFFICE GMBH","DE","St Ingbert","participant","PRC","TRUE","386363.14","386363.14","386363.14","49.2573337,7.046597"
668738,"SysMedPD","NATIONAL UNIVERSITY OF IRELAND MAYNOOTH","IE","Maynooth","participant","HES","false","620220","620220","620220","53.3846975,-6.60039448177959"
668738,"SysMedPD","UNIVERSITE DU LUXEMBOURG","LU","ESCH-SUR-ALZETTE","participant","HES","false","1260965","1260965","1260965","49.6159296,6.1223491"
668738,"SysMedPD","UNIVERSITY COLLEGE LONDON","UK","London","participant","HES","false","599978.75","599978.75","599978.75","51.5224975,-0.1326874"
668738,"SysMedPD","UNIVERSITAET zu LUEBECK","DE","Lubeck","participant","HES","false","672512.5","399262.5","672512.5","53.8367198,10.701196650000004"
668738,"SysMedPD","KHONDRION BV","NL","Beuningen","participant","PRC","TRUE","662500","662500","662500","51.8624093,5.7827314"
777365,"eTRANSAFE","UNIVERSIDAD POMPEU FABRA","ES","Barcelona","participant","HES","false","1754500","1754500","1754500","41.3791946,2.17937474389152"
777365,"eTRANSAFE","GMV SOLUCIONES GLOBALES INTERNET SAU","ES","Tres Cantos Madrid","participant","PRC","false","863853.5","863853.5","863853.5","40.6065826,-3.7065332"
777365,"eTRANSAFE","UNIVERSITEIT LEIDEN","NL","Leiden","participant","HES","false","1647825","1647825","1647825","52.1566349,4.4867397"
777365,"eTRANSAFE","ABBVIE INC","US","North Chicago Il","participant","PRC","false","0","0","554000","42.325578,-87.8411818"
777365,"eTRANSAFE","SANOFI-AVENTIS DEUTSCHLAND GMBH","DE","Frankfurt Am Main","participant","PRC","false","0","0","1130000","50.0883318,8.5696228"
777365,"eTRANSAFE","EUROPEAN MOLECULAR BIOLOGY LABORATORY","DE","Heidelberg","participant","REC","false","1972375","1010032","1972375.5","49.38466795,8.71059058213846"
777365,"eTRANSAFE","CERTARA UK LIMITED","UK","London","participant","PRC","false","260937.5","260937.5","260937.5","51.5073219,-0.1276474"
777365,"eTRANSAFE","CLARIVATE ANALYTICS (UK) LIMITED","UK","London","participant","PRC","false","0","0","20000","51.5073219,-0.1276474"
777365,"eTRANSAFE","UNIVERSITAT WIEN","AT","Wien","participant","HES","false","878000","878000","878000","48.2126943,16.3615902"
777365,"eTRANSAFE","FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV","DE","Munchen","participant","REC","false","451000","451000","451000","48.1322664,11.5296222"
777365,"eTRANSAFE","NOVARTIS PHARMA AG","CH","Basel","participant","PRC","false","0","0","7230753","47.5728315,7.5794524"
777365,"eTRANSAFE","IPSEN INNOVATION SAS","FR","LES ULIS","participant","PRC","false","0","0","610543","48.681708,2.1701573"
777365,"eTRANSAFE","ASTRAZENECA AB","SE","Sodertaelje","participant","PRC","false","0","0","620100","59.2030706,17.6236146"
777365,"eTRANSAFE","MOLECULAR NETWORKS GMBH COMPUTERCHEMIE","DE","Nurnberg","participant","PRC","TRUE","954125","954125","954125","49.436102250000005,11.051571946416914"
777365,"eTRANSAFE","F. HOFFMANN-LA ROCHE AG","CH","Basel","participant","PRC","false","0","0","400000","47.5586577,7.6057897"
777365,"eTRANSAFE","MEDBIOINFORMATICS SOLUTIONS SL","ES","BARCELONA","participant","PRC","TRUE","390000","390000","390000","41.3995038,2.1931459"
777365,"eTRANSAFE","LIVERPOOL JOHN MOORES UNIVERSITY","UK","Liverpool","participant","HES","false","528875","528875","528875","53.4054719,-2.9805392"
777365,"eTRANSAFE","PDS COMPUTER SOFTWARE LIMITED","UK","Leicester","participant","PRC","TRUE","553375","553375","589947.25","52.6113202,-1.0954294"
777365,"eTRANSAFE","MERCK KOMMANDITGESELLSCHAFT AUF AKTIEN","DE","Darmstadt","participant","PRC","false","0","0","1682000","49.89542455,8.65363585"
777365,"eTRANSAFE","EISAI CO LTD","JP","Bunkyo Ku Tokyo","participant","PRC","false","0","0","0","35.7145923,139.7636599"
777365,"eTRANSAFE","BASF SE","DE","Ludwigshafen Am Rhein","participant","PRC","false","0","0","887500","49.4955749,8.4319345"
777365,"eTRANSAFE","BOEHRINGER INGELHEIM INTERNATIONALGMBH","DE","Ingelheim","participant","PRC","false","0","0","1165000","49.9681904,8.029672208889835"
777365,"eTRANSAFE","DANMARKS TEKNISKE UNIVERSITET","DK","Kongens Lyngby","thirdParty","HES","false","0","416141","416141","55.7718649,12.5051413"
777365,"eTRANSAFE","FUNDACIO INSTITUT HOSPITAL DEL MAR D INVESTIGACIONS MEDIQUES","ES","Barcelona","coordinator","REC","false","1884759","1884759","1884759","41.38582,2.194135"
777365,"eTRANSAFE","BAYER AKTIENGESELLSCHAFT","DE","Leverkusen","participant","PRC","false","0","0","4393427.75","51.01934565,6.984493328121892"
777365,"eTRANSAFE","OPTIBRIUM LIMITED","UK","Cambridge","participant","PRC","TRUE","531500","531500","531500","52.2033051,0.124862"
777365,"eTRANSAFE","ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM","NL","Rotterdam","participant","HES","false","1544750","1544750","1544750","51.9100181,4.4659629"
777365,"eTRANSAFE","INSTITUT DE RECHERCHES INTERNATIONALES SERVIER","FR","GIF-SUR-YVETTE","participant","PRC","false","0","0","1527453","48.7136579,2.1636329"
777365,"eTRANSAFE","SYNAPSE RESEARCH MANAGEMENT PARTNERS SL","ES","Madrid","participant","PRC","TRUE","2853375","2853375","2853375","40.4167047,-3.7035825"
777365,"eTRANSAFE","LHASA LIMITED","UK","Leeds","participant","REC","false","2930750","2930750","2930750","51.50118995,-0.05448740506245136"
777365,"eTRANSAFE","BARCELONA SUPERCOMPUTING CENTER CENTRO NACIONAL DE SUPERCOMPUTACION","ES","Barcelona","thirdParty","REC","false","0","546202","546202","41.75786995,2.031182036159852"
777365,"eTRANSAFE","JANSSEN PHARMACEUTICA NV","BE","Beerse","participant","PRC","false","0","0","625000","50.7362732,4.2867387"
101028752,"SPHELECTRO","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","FR","Paris","coordinator","REC","false","295061.76","295061.76","295061.76","48.84755265,2.26404020346787"
101032602,"MiTuMi","KOC UNIVERSITY","TR","Istanbul","coordinator","HES","false","145355.52","145355.52","145355.52","41.0096334,28.9651646"
101023308,"SMD-SPH","EDEN TECH","FR","Paris","coordinator","PRC","TRUE","196707.84","196707.84","196707.84","48.8498922,2.2919213"
760840,"GRACIOUS","BUNDESINSTITUT FUER RISIKOBEWERTUNG","DE","Berlin","participant","REC","false","416955","416955","416955","52.53038,13.2956688"
760840,"GRACIOUS","ARIZONA BOARD OF REGENTS","US","Tempe","participant","HES","false","0","0","40000","33.4144139,-111.9094474"
760840,"GRACIOUS","IDEACONSULT LIMITED LIABILITY COMPANY","BG","Sofia","participant","PRC","TRUE","216593.75","216593.75","216593.75","42.6933882,23.3224274"
760840,"GRACIOUS","UNIVERSITAT WIEN","AT","Wien","participant","HES","false","309037.5","309037.5","309037.5","48.2126943,16.3615902"
760840,"GRACIOUS","EUROPEAN RESEARCH SERVICES GMBH","DE","Muenster","participant","PRC","false","301537.5","301537.5","301537.5","51.9667372,7.5912843"
760840,"GRACIOUS","YORDAS GMBH","DE","Forchheim","participant","PRC","false","132162.5","132162.5","132162.5","49.7046526,11.0610867"
760840,"GRACIOUS","ATHINA-EREVNITIKO KENTRO KAINOTOMIAS STIS TECHNOLOGIES TIS PLIROFORIAS, TON EPIKOINONION KAI TIS GNOSIS","EL","Maroussi","participant","REC","false","148468.75","148468.75","148468.75","38.9953683,21.9877132"
760840,"GRACIOUS","YORDAS LIMITED","UK","Longridge Preston","participant","PRC","TRUE","117000","117000","117000","53.7890916,-2.6419677"
760840,"GRACIOUS","INSTITUTE OF OCCUPATIONAL MEDICINE","UK","EDINBURGH","participant","REC","TRUE","314975","314975","314975","55.9495628,-3.1914971"
760840,"GRACIOUS","DUKE UNIVERSITY","US","Durham Nc","participant","HES","false","0","0","140750","35.9940329,-78.8986189"
760840,"GRACIOUS","FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA","IT","Genova","participant","REC","false","217502.5","217502.5","217502.5","44.4730202,8.9058798"
760840,"GRACIOUS","UNITED KINGDOM RESEARCH AND INNOVATION","UK","Swindon","participant","REC","false","97133.75","97133.75","97133.75","51.5613683,-1.7856853"
760840,"GRACIOUS","RIJKSINSTITUUT VOOR VOLKSGEZONDHEID EN MILIEU","NL","Bilthoven","participant","REC","false","531968.75","531968.75","531968.75","52.1185942,5.1890782"
760840,"GRACIOUS","BASF SE","DE","Ludwigshafen Am Rhein","participant","PRC","false","695868.75","695868.75","695868.75","49.4955749,8.4319345"
760840,"GRACIOUS","HERIOT-WATT UNIVERSITY","UK","Edinburgh","coordinator","HES","false","860792.5","860792.5","860792.5","55.91029135,-3.32345751821767"
760840,"GRACIOUS","UK CENTRE FOR ECOLOGY & HYDROLOGY","UK","Oxford","participant","REC","false","352653.75","352653.75","352653.75","51.60703345,-1.113710566676172"
760840,"GRACIOUS","Nouryon PULP AND PERFORMANCE CHEMICALS AB","SE","Bohus","participant","PRC","false","99975","99975","99975","58.384366549999996,11.440007290062216"
760840,"GRACIOUS","EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH","CH","Zuerich","participant","HES","false","217588.75","217588.75","217588.75","47.3764534,8.54770931489751"
760840,"GRACIOUS","THINKWORKS BV","NL","Delft","participant","PRC","TRUE","249343.75","249343.75","249343.75","51.9858155,4.3769528"
760840,"GRACIOUS","GREENDECISION SRL","IT","VENEZIA","participant","PRC","TRUE","405675","405675","405675","45.4371908,12.3345899"
760840,"GRACIOUS","ACONDICIONAMIENTO TARRASENSE ASSOCIACION","ES","Terrassa","participant","REC","false","395787.5","395787.5","395787.5","41.59819295,2.01076641152959"
760840,"GRACIOUS","UNILEVER U.K. CENTRAL RESOURCES LIMITED","UK","LONDON","participant","PRC","false","9451.25","9451.25","9451.25","51.5117203,-0.105038448187169"
760840,"GRACIOUS","DET NATIONALE FORSKNINGSCENTER FOR ARBEJDSMILJØ","DK","Kobenhavn","participant","REC","false","411162.5","411162.5","411162.5","55.714356,12.547462"
760840,"GRACIOUS","EIDGENOSSISCHE MATERIALPRUFUNGS- UND FORSCHUNGSANSTALT","CH","Dubendorf","participant","HES","false","173787.5","173787.5","173787.5","47.40052175,8.62408308288973"
760840,"GRACIOUS","JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION","BE","Bruxelles / Brussel","participant","REC","false","323947.5","323947.5","323947.5","50.84367747807197,4.3824068537064536"
101030422,"GenoQSAR","PROTOQSAR 2000 SL","ES","Valencia","coordinator","PRC","TRUE","172932.48","172932.48","172932.48","39.4699014,-0.3759513"
101032657,"MIGMIPS","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","FR","Paris","coordinator","REC","false","184707.84","184707.84","184707.84","48.84755265,2.26404020346787"
101026506,"OrganoidAlign","GENOME RESEARCH LIMITED LBG","UK","SAFFRON WALDEN","coordinator","REC","false","212933.76","212933.76","212933.76","51.5073219,-0.1276474"
101032481,"BrainChip4MED","BRIGHAM INC","US","Boston","partner","REC","false","","0","0","42.3362031,-71.1061822"
101032481,"BrainChip4MED","INTERNATIONAL IBERIAN NANOTECHNOLOGY LABORATORY","PT","Braga","coordinator","REC","false","156540.48","156540.48","156540.48","41.5549337,-8.400925"
964800,"OrganVision","UNIVERSITETET I TROMSOE - NORGES ARKTISKE UNIVERSITET","NO","Tromso","coordinator","HES","false","973991.25","973991.25","973991.25","69.6796518,18.9709277"
964800,"OrganVision","3RDPLACE SRL","IT","Milano","participant","PRC","TRUE","346250","346250","346250","45.4572415,9.169229"
964800,"OrganVision","JENLAB GMBH","DE","Berlin","participant","PRC","TRUE","392250","392250","392250","52.4307788,13.6777288"
964800,"OrganVision","UNIVERSITY OF SOUTHAMPTON","UK","Southampton","participant","HES","false","507500","507500","507500","50.92996995,-1.39643013613604"
964800,"OrganVision","UNIVERSITAT DE BARCELONA","ES","Barcelona","participant","HES","false","533750","533750","533750","41.3867966,2.1640306"
964800,"OrganVision","UNIVERSITAETSKLINIKUM HAMBURG-EPPENDORF","DE","Hamburg","participant","HES","false","430387.5","430387.5","430387.5","53.5921787,9.9756013"
964800,"OrganVision","UNIVERSITETSSYKEHUSET NORD-NORGE HF","NO","Tromso","participant","REC","false","510060","510060","510060","69.683885,18.9847255"
964800,"OrganVision","IFOM-ISTITUTO FONDAZIONE DI ONCOLOGIA MOLECOLARE ETS","IT","Milano","participant","REC","false","0","0","0","45.543817,8.8421373"
737043,"TISuMR","KARLSRUHER INSTITUT FUER TECHNOLOGIE","DE","Karlsruhe","participant","HES","false","947185","947185","947185","49.15579545,8.48182500300111"
737043,"TISuMR","UNIVERSITY OF SOUTHAMPTON","UK","Southampton","coordinator","HES","false","1256126.25","1256126.25","1256126.25","50.92996995,-1.39643013613604"
737043,"TISuMR","RIJKSUNIVERSITEIT GRONINGEN","NL","Groningen","participant","HES","false","935121.25","935121.25","935121.25","53.219246,6.5631006"
743290,"DREMATURE","UNIVERSITAET BERN","CH","Bern","coordinator","HES","false","187419.6","187419.6","187419.6","46.9504568,7.4366934"
746270,"iChip","KOBENHAVNS UNIVERSITET","DK","Kobenhavn","coordinator","HES","false","212194.8","212194.8","212194.8","55.68012,12.571506"
641984,"List_MAPS","UNIVERSITE DIJON BOURGOGNE","FR","Dijon Cedex","coordinator","HES","false","394313.4","394313.4","394313.4","47.31312835,5.06654148506186"
641984,"List_MAPS","UNIVERSITY OF GALWAY","IE","Galway","participant","HES","false","398511.9","398511.9","398511.9","53.2757442,-9.0584583"
641984,"List_MAPS","KIENERGIA SRL","IT","RIETI","partner","PRC","false","","0","0","42.3978465,12.8600288"
641984,"List_MAPS","KOBENHAVNS UNIVERSITET","DK","Kobenhavn","participant","HES","false","290081.88","290081.88","290081.88","55.68012,12.571506"
641984,"List_MAPS","SYDDANSK UNIVERSITET","DK","Odense M","participant","HES","false","290081.88","290081.88","290081.88","55.368644,10.428177"
641984,"List_MAPS","GENXPRO GMBH","DE","Frankfurt","participant","PRC","TRUE","290752.56","290752.56","290752.56","50.110653,8.682093"
